stock_name,symbol,industry
Quadrant Tele.,QUADRANT,Telecom - Cellular & Fixed line services
City Online Ser.,CITYONLINE,Telecom - Cellular & Fixed line services
Bharti Airtel,BHARTIARTL,Telecom - Cellular & Fixed line services
Bharti Hexacom,BHARTIHEXA,Telecom - Cellular & Fixed line services
Vodafone Idea,IDEA,Telecom - Cellular & Fixed line services
M T N L,MTNL,Telecom - Cellular & Fixed line services
Reliance Communi,RCOM,Telecom - Cellular & Fixed line services
Tata Comm,TATACOMM,Telecom - Cellular & Fixed line services
Tata Tele. Mah.,TTML,Telecom - Cellular & Fixed line services
Altius Telecom,ALTIUSINVIT,Telecom - Infrastructure
Bondada Engineer,BONDADA,Telecom - Infrastructure
GTL Infra.,GTLINFRA,Telecom - Infrastructure
HFCL,HFCL,Telecom - Infrastructure
Indus Towers,INDUSTOWER,Telecom - Infrastructure
Kore Digital,KDL,Telecom - Infrastructure
Rama Telecom,RTL,Telecom - Infrastructure
Sar Televenture,SARTELE,Telecom - Infrastructure
Suyog Telematics,SUYOG,Telecom - Infrastructure
Vindhya Telelink,VINDHYATEL,Telecom - Infrastructure
Intl. Travel Hse,MEHSECU,Tour
Yaan Enterprises,DHYAANITR,Tour
Sailani Tours N,SAILANI,Tour
Travels & Rent.,544242,Tour
Naturewings Hol.,544245,Tour
Landmark Global,SVGLOBAL,Tour
LGT Business,544489,Tour
BLS Internat.,BLS,Tour
DU Digital,DUGLOBAL,Tour
Easy Trip Plann.,EASEMYTRIP,Tour
I R C T C,IRCTC,Tour
Le Travenues,IXIGO,Tour
TBO Tek,TBOTEK,Tour
Thomas Cook (I),THOMASCOOK,Tour
TSC India,TSC,Tour
Winny Immigratio,WINNY,Tour
Yatra Online,YATRA,Tour
Escorts Kubota,ESCORTS,Tractors
Indo Farm Equip.,INDOFARM,Tractors
VST Till. Tract.,VSTTILLERS,Tractors
TCC Concept,512038,Trading & Distributors
Veritas (India),VERITAS,Trading & Distributors
Riddhi Siddhi Gl,ACGL,Trading & Distributors
BN Agrochem,BNAGROCHEM,Trading & Distributors
Sicagen India,ADCINDIA,Trading & Distributors
Balgopal Commer.,BALGOPAL,Trading & Distributors
Polo Queen Ind.,POLOHOT,Trading & Distributors
Mehai Technology,MEHAI,Trading & Distributors
Yamuna Syndicate,540980,Trading & Distributors
Northern Spirits,542628,Trading & Distributors
Parshva Enterpr.,PARSHVA,Trading & Distributors
Sunrise Efficie.,543515,Trading & Distributors
Creative Newtech,CREATIVE,Trading & Distributors
HP Telecom,HPTL,Trading & Distributors
Kothari Products,KOTHARIPRO,Trading & Distributors
MMTC,MMTC,Trading & Distributors
MSTC,MSTCLTD,Trading & Distributors
Oswal Agro Mills,OSWALAGRO,Trading & Distributors
Redington,REDINGTON,Trading & Distributors
Sakuma Exports,SAKUMA,Trading & Distributors
Shiv Aum Steels,SHIVAUM,Trading & Distributors
Spacenet Enterpr,SPCENET,Trading & Distributors
S T C,STCINDIA,Trading & Distributors
Vikas Lifecare,VIKASLIFE,Trading & Distributors
Vintage Coffee,VINCOFE,Trading & Distributors
India Motor Part,IMPAL,Trading - Auto components
Jullundur Motor,JMA,Trading - Auto components
Mysore Petro,KGPETRO,Trading - Chemicals
Evexia Lifecare,EVEXIA,Trading - Chemicals
Laffans Petroch,LAFFANSQ,Trading - Chemicals
CHD Chemicals,CHDCHEM,Trading - Chemicals
Yash Chemex,YASHHV,Trading - Chemicals
A-1,542012,Trading - Chemicals
Patron Exim,MKEXIM,Trading - Chemicals
Shiv Texchem,SHIVTEXCHEM,Trading - Chemicals
Citichem India,ADCINDIA,Trading - Chemicals
Dhariwalcorp,DHARIWAL,Trading - Chemicals
Shankar Lal Ram.,SRD,Trading - Chemicals
Uniphos Enter.,UNIENTER,Trading - Chemicals
Vinyl Chemicals,VINYLINDIA,Trading - Chemicals
Aegis Logistics,AEGISLOG,Trading - Gas
La Tim Metal & I,LATIMMETAL,Trading - Metals
Emergent Indust.,EMERGENT,Trading - Metals
ABans Enterprise,ABANSENT,Trading - Metals
RR Metalmakers,META,Trading - Metals
Chennai Ferrous,539011,Trading - Metals
Ashoka Metcast,ASHOKAMET,Trading - Metals
BMW Ventures,BMWVENTLTD,Trading - Metals
Lloyds Enterpris,LLOYDSENT,Trading - Metals
Mangalam World.,MWL,Trading - Metals
Nupur Recyclers,NRL,Trading - Metals
SG Mart,SGMART,Trading - Metals
LS Industries,WELSPLSOL,Trading - Minerals
Starlineps Enter,VAPIENTER,Trading - Minerals
Adani Enterp.,ADANIENT,Trading - Minerals
Rajdarshan Inds,ARENTERP,Trading - Minerals
Sanblue Corp.,SANBLUE,Trading - Textile Products
Bhilwara Tech,SHILCTECH,Trading - Textile Products
Aarnav Fashions,AARNAV,Trading - Textile Products
Svarnim Trade Ud,BLUECLOUDS,Trading - Textile Products
Nivaka Fashions,NIVAKA,Trading - Textile Products
Anand Rayons,AANANDALAK,Trading - Textile Products
Vivaa Tradecom,VIVAA,Trading - Textile Products
Globale Tessile,GLOBALE,Trading - Textile Products
Heads UP Venture,HEADSUP,Trading - Textile Products
PDS,PDSL,Trading - Textile Products
SPL Industries,SPLIL,Trading - Textile Products
Blackbuck,BLACKBUCK,Transport Related Services
Kernex Microsys.,KERNEX,Transport Related Services
Cochin Malabar,COCHINM,Tyres & Rubber Products
Indag Rubber,INDAG,Tyres & Rubber Products
M M Rubber,KAMAHOLD,Tyres & Rubber Products
V R Woodart,GHVINFRA,Tyres & Rubber Products
Vamshi Rubber,VAMSHIRU,Tyres & Rubber Products
Eastern Treads,531346,Tyres & Rubber Products
Tirupati Tyres,539040,Tyres & Rubber Products
Dolfin Rubbers,DOLFIN,Tyres & Rubber Products
Apollo Tyres,APOLLOTYRE,Tyres & Rubber Products
Balkrishna Inds,BALKRISIND,Tyres & Rubber Products
CEAT,CEATLTD,Tyres & Rubber Products
Emerald Tyre,ETML,Tyres & Rubber Products
Goodyear India,GOODYEAR,Tyres & Rubber Products
Innovative Tyres,ITTL,Tyres & Rubber Products
JK Tyre & Indust,JKTYRE,Tyres & Rubber Products
Modi Rubber,MODIRUBBER,Tyres & Rubber Products
MRF,MRF,Tyres & Rubber Products
Tolins Tyres,TOLINS,Tyres & Rubber Products
TVS Srichakra,TVSSRICHAK,Tyres & Rubber Products
Viaz Tyres,VIAZ,Tyres & Rubber Products
Eco Recyc.,ELITECON,Waste Management
EP Biocomposites,VOEPL,Waste Management
Organic Recyclin,ORGANICREC,Waste Management
Gem Enviro,GEMENVIRO,Waste Management
VVIP Infratech,VVIPIL,Waste Management
Antony Waste han,AWHCL,Waste Management
Concord Enviro,CEWATER,Waste Management
Effwa Infra,EFFWA,Waste Management
EMS,EMSLIMITED,Waste Management
Hi-Green Carbon,HIGREEN,Waste Management
Namo eWaste,NAMOEWASTE,Waste Management
Race Eco,RACE,Waste Management
Urban Enviro,URBAN,Waste Management
Z-Tech (India),ZTECH,Waste Management
Apex Ecotech,APEXECO,Water Supply & Management
Denta Water,DENTA,Water Supply & Management
Enviro Infra,EIEL,Water Supply & Management
Felix Industries,FELIX,Water Supply & Management
ION Exchange,IONEXCHANG,Water Supply & Management
JITF Infra Logis,JITFINFRA,Water Supply & Management
Sattva Eng.,SATTVAENGG,Water Supply & Management
Va Tech Wabag,WABAG,Water Supply & Management
Adcounty Media.,ADCOUNTY,Web based media and service
OnMobile Global,ONMOBILE,Web based media and service
Pelatro,PELATRO,Web based media and service
Kaya Ltd,KAYA,Wellness
Lloyds Luxuries,LLOYDS,Wellness
Sizemasters Tech,SHILCTECH,Zinc
Hindustan Zinc,HINDZINC,Zinc
